firstname;lastname;address;PLZ;city;birthdate;email;gamertag;join_date;hardware;game;playtime;wins;losses;ingamelevel
Dorthy;Schiller;Windler Forest 21;6344;Merleland;1977-08-28;lucas.ziemann78@yahoo.com;Rodrick15;2016-08-06;PC;World of Warships;936;600;396;11
Braden;Harvey;Corkery Pine 71;8832;Erinbury;1955-08-18;catherine.gulgowski85@gmail.com;Gilda_Brekke40;2015-03-30;Nintendo Switch;Hearthstone;576;5;926;68
Aubree;Beahan-Schiller;Katlynn Pike 68;9349;Port Hillard;1998-09-22;blair65@gmail.com;Dallin_Douglas;2019-11-12;Playstation 5;World of Warships;117;545;127;28
Stuart;Ritchie;Anna Flats 2;6291;West Feliciaboro;1977-08-08;everett_anderson@hotmail.com;Elisabeth73;2014-07-27;Xbox One;Call of Duty: Warzone;580;833;257;85
Shakira;Beatty;West Falls 12;9068;Fort Liza;1991-03-03;alexandrea.prosacco70@hotmail.com;Vernon.Pouros;2013-10-02;Xbox Series X;FIFA 20;222;308;663;34
Sallie;Pacocha;Reinger Stravenue 59;6650;Mrazside;1986-08-31;jordan.oconner@yahoo.com;Felton12;2018-06-29;Playstation 5;Heroes of the Storm;926;29;95;77
Forrest;Wunsch;Terry Parkway 86;9697;Fort Dejonboro;1959-08-18;alec.windler@yahoo.com;Albin24;2014-06-08;PC;Destiny 2;260;834;815;19
Deshaun;Lebsack;Hane Isle 83;3020;Stehrstad;1963-05-18;cordie_powlowski@yahoo.com;Eleanore_Erdman;2018-08-15;Playstation 5;NBA 2K20;588;594;698;44
Viola;Aufderhar;Jayne Estate 9;9292;Port Arthur;1994-10-31;celine42@gmail.com;Roxanne_Nienow;2014-07-14;Xbox One;Valorant;448;739;706;87
Bryon;Reinger;Heath Mills 24;3425;West Leannaview;1985-05-05;amari_kutch@gmail.com;Crawford_Fisher74;2014-12-17;Playstation 5;Smite;713;248;32;1
Garnett;Bernhard;Keeling Haven 92;7008;West Josiahstad;1991-12-11;isaac.prosacco@gmail.com;Vernon.Haley;2023-03-12;Playstation 5;Smite;682;988;486;67
Rahsaan;Kuhlman;Gibson Path 95;3912;Johnstonhaven;1955-10-09;boris85@yahoo.com;Roxanne.Murphy;2020-04-10;Playstation 5;Diablo III;776;152;220;28
Lessie;Hessel;Ullrich Brooks 1;9662;Bayerfort;1993-07-25;tracy_stracke76@yahoo.com;Derrick.Bauch84;2022-01-07;Xbox One;PlayerUnknown's Battlegrounds;204;794;848;92
Jade;Muller;Ruby Haven 42;8144;Lake Londonville;1972-11-06;mckenna_turcotte87@gmail.com;Elza.Greenfelder;2017-06-11;Xbox One;Valorant;771;112;743;43
Fiona;Marks;Briana Shoals 66;5959;Coltonview;1983-02-20;rosario34@yahoo.com;Madisen.Nicolas;2021-09-01;Xbox Series X;Apex Legends;902;227;399;77
Jessica;Roob;Evangeline Stream 48;6628;Rathstead;2000-06-21;rafael_ritchie@hotmail.com;Calista_Simonis;2017-05-04;PC;Heroes of the Storm;218;399;616;47
Ariane;Cartwright;Winifred Burg 84;7843;West Devonte;1991-04-19;bryana96@yahoo.com;Ida37;2016-07-28;PC;Dota 2;858;430;98;86
Lonnie;Senger;O'Connell Cove 66;7782;New Jarrell;1951-02-23;tyreek20@yahoo.com;Lesly.Gislason;2014-03-27;Playstation 4;Smite;694;130;141;31
Terry;Romaguera;Elenor Parkways 59;7835;Fort Alysonshire;1970-02-13;destinee56@hotmail.com;Tod_Murphy;2016-09-15;Xbox One;World of Tanks;348;483;102;44
Dewitt;Fisher;Tillman Burgs 26;8566;North Uniquefield;1953-02-18;sallie1@gmail.com;Kay.Rice53;2014-01-29;Playstation 5;Destiny 2;930;706;577;12
Audra;Conroy;Weimann Loaf 16;7400;North Little Rock;1990-04-29;winifred73@yahoo.com;Piper.Steuber;2018-07-27;Xbox Series X;NBA 2K20;932;733;480;80
Jammie;Pacocha;Lind Islands 77;1561;Port Carleyview;1955-05-26;fredy79@yahoo.com;Javier30;2022-01-12;Nintendo Switch;Fortnite;713;485;490;51
Nona;Feeney;Esta Street 73;6029;Daynefort;1954-11-19;rhoda_jast@hotmail.com;Myrl.Cole50;2014-09-22;PC;World of Tanks;162;446;660;11
Vita;O'Reilly;Mueller Avenue 51;8627;Sonnyfurt;1982-01-28;brandy_jast-walter@gmail.com;Destiney.Volkman1;2019-11-08;Playstation 4;Madden NFL 20;566;758;311;57
Mara;Braun;Jacobson Key 56;1202;Garrisonworth;1997-06-26;devyn_dickinson94@yahoo.com;Amina_Hammes95;2013-12-16;Xbox One;Teamfight Tactics;202;987;958;81
Abel;Altenwerth-Treutel;Olson Glen 45;8402;Scottybury;1995-11-30;zola7@gmail.com;Fanny.Wintheiser;2013-08-30;Nintendo Switch;Dota 2;947;555;555;44
Elijah;Jacobs;Johnpaul Pines 44;1348;Satterfieldbury;1982-09-25;karli_rippin@gmail.com;Manuela_Swift96;2015-03-29;Xbox One;League of Legends;359;245;325;56
Wilber;Leuschke;Feil Squares 48;3283;North Burley;1961-11-07;shana.smith@hotmail.com;Aglae.Marquardt;2022-06-14;Xbox Series X;Starcraft II;685;51;640;46
Stanford;Hickle;Jacynthe Circle 50;9426;East Annetta;2001-09-23;augusta.quigley@yahoo.com;Onie.Dicki11;2020-07-05;Nintendo Switch;NBA 2K20;749;109;613;99
Herminia;Hudson;Beatty Landing 18;5139;South Penelopeborough;1957-11-17;stanley.schinner15@hotmail.com;Ewell_Gleichner49;2022-11-04;Xbox One;Fortnite;720;44;915;47
Juwan;Witting;O'Conner Circles 59;7168;West Antonetteview;1951-03-19;simeon41@yahoo.com;Rory_Gusikowski97;2019-02-22;PC;PlayerUnknown's Battlegrounds;105;986;674;51
Gisselle;Kuphal;Kuhlman Mall 99;7153;Franeyport;1994-01-19;jonatan31@yahoo.com;Delphia_Denesik;2021-01-03;Nintendo Switch;Hearthstone;204;424;507;24
Vallie;Oberbrunner;Goyette Lock 73;8627;New Tremaine;1997-12-31;bernardo24@yahoo.com;Meggie62;2018-11-14;Playstation 5;Rainbow Six Siege;971;819;693;85
Anna;Mayert;Rau Spring 81;8252;Jenkinsfurt;1965-12-20;marina9@yahoo.com;Merritt95;2015-05-23;Playstation 5;Fortnite;940;301;938;64
Kailyn;Maggio;Abbott Terrace 90;1812;Turcottefurt;1971-03-23;kiara.carroll51@yahoo.com;Dominic84;2016-10-27;PC;Fortnite;274;763;342;20
Jaqueline;Ferry;Jamar Throughway 19;8595;North Noelborough;1976-12-23;cale.olson7@hotmail.com;Tito.Howe61;2018-05-23;Xbox Series X;Minecraft;736;984;942;40
Norberto;Lesch;Dare Isle 51;6329;Fort Jack;2004-07-12;paris92@gmail.com;Nicklaus_Cruickshank;2016-07-13;Nintendo Switch;Starcraft II;427;458;32;91
Monica;Ratke;Reba Bridge 31;8302;Taylor;2005-05-10;javier_connelly61@yahoo.com;Hilma.Lehner37;2017-03-17;Playstation 4;World of Warcraft;333;385;323;94
Rupert;Kuhic;Cora Walks 19;2532;North Coleman;1982-12-04;russ.schneider25@yahoo.com;Reid_Gutkowski;2020-12-17;Playstation 4;Hearthstone;315;188;29;79
Ceasar;Haag;Deja Spur 12;6977;West Whitney;1952-01-15;mara.wilkinson63@yahoo.com;Destini.Littel-Grimes;2015-08-26;Nintendo Switch;World of Warships;350;906;38;54
Billie;Bahringer;Martina Run 97;5876;North Diamondborough;1963-04-13;foster62@gmail.com;Boris_Rippin-Jones23;2016-06-12;PC;Valorant;316;387;787;29
Lavinia;Jast;Kerluke Keys 23;5816;Medford;1983-10-17;isai24@yahoo.com;Marcos79;2018-12-20;Playstation 4;Teamfight Tactics;320;782;908;59
Hattie;Ward;Stan Rue 30;7012;Lindseyborough;1973-01-25;jefferey.franecki87@hotmail.com;Maverick.Flatley87;2021-05-23;Nintendo Switch;PlayerUnknown's Battlegrounds;336;513;188;86
Merritt;Moore;Champlin Park 86;7261;Laverneshire;1983-05-05;arvid_weimann98@hotmail.com;Norwood_Rice;2021-09-18;Playstation 5;Dota 2;362;568;151;91
Vernie;Erdman;Earnest Lights 68;6977;East Brycen;1964-04-11;arnulfo_medhurst23@gmail.com;Caroline_Dibbert;2013-09-27;Nintendo Switch;Starcraft II;180;547;267;45
Deon;Morissette;Luettgen Dale 15;1114;Callieton;1976-02-27;vladimir.bednar57@hotmail.com;Rita.Barrows;2016-07-10;Xbox One;Grand Theft Auto V;588;958;892;44
Roel;Armstrong;Fadel Shore 31;1467;Pleasanton;1951-09-11;stone20@hotmail.com;Emerson_OConnell;2016-08-17;PC;Starcraft II;913;474;313;82
Meggie;Nikolaus;Bahringer Glen 25;7995;Dickinsonmouth;1970-10-08;jena_tromp18@gmail.com;Elouise.Walsh48;2020-09-08;PC;League of Legends;601;967;312;9
Orville;Miller;Hilll Lock 75;1133;Clevebury;1974-12-23;claudine.block@yahoo.com;Nikko_Witting26;2022-10-28;Xbox Series X;World of Warcraft;777;626;927;100
Dennis;Yost;Beahan Light 20;9318;Fort Amie;1998-09-11;madelyn.bruen68@gmail.com;Merle_Armstrong;2015-05-12;PC;Diablo III;652;880;803;2
Audrey;Parisian;Auer Junctions 27;2200;Arlington;1983-09-14;leanne94@hotmail.com;Kaci_Mann79;2013-10-06;Playstation 4;Madden NFL 20;789;138;269;59
Bella;Volkman;Hassie Forge 66;4663;Klingstead;1992-07-27;destiney.quitzon81@hotmail.com;Shane46;2014-02-17;Xbox Series X;Grand Theft Auto V;812;610;191;2
Yazmin;Hermiston;Schuyler Locks 47;6230;East Alessandra;1955-07-11;wava_koelpin34@gmail.com;Gina_Bruen31;2014-06-29;Playstation 5;Call of Duty: Warzone;404;137;220;79
Maximilian;Parisian;Frami Viaduct 26;2324;Rickyworth;1958-07-16;mariela_moore60@hotmail.com;Stephon_Towne;2020-07-26;Playstation 4;Path of Exile;242;287;924;34
Sid;McCullough;Lilliana Fields 3;4864;Hillaryfurt;1968-08-31;zena_walsh@hotmail.com;Baylee_Ankunding19;2018-11-18;Xbox One;Madden NFL 20;188;645;719;25
Gregg;Dibbert;Lesch Knoll 84;3420;Arlington;2007-07-04;tyshawn.quigley94@gmail.com;Hulda_DAmore;2017-05-21;Playstation 4;Call of Duty: Warzone;282;731;210;14
Kenna;Quigley;Mayer Ranch 39;9198;Soledadstead;1986-03-27;adeline_miller79@gmail.com;Andreane_Pacocha;2013-08-07;Playstation 4;NBA 2K20;634;808;634;97
Adriel;Pollich;Nyah Squares 3;6021;Miami Gardens;1968-01-18;alyce_kilback99@gmail.com;Alvis_Gutkowski79;2020-04-21;Playstation 5;Counter Strike: Global Offensive;496;3;899;32
Monroe;Ratke;Stiedemann Hills 24;3480;North Audieshire;1973-12-29;winifred71@yahoo.com;Edwardo_Gutkowski-Kris18;2023-04-13;Playstation 5;Minecraft;830;583;1000;80
Will;Conn;Feeney Meadows 10;6913;Wisokyside;1984-07-16;elnora44@yahoo.com;Nannie_Kutch74;2016-08-12;Playstation 5;Teamfight Tactics;527;354;256;38
Shyanne;Cummerata;Marianne Loaf 59;4600;Kleinmouth;1967-01-03;green28@hotmail.com;Hettie45;2014-11-25;Xbox Series X;Smite;441;760;552;22
Nikko;Zboncak;Brittany Garden 51;7588;Whittier;1977-10-30;josianne.hudson20@gmail.com;Casper19;2023-03-16;Playstation 5;Rocket League;224;914;815;78
Bernard;Sporer;Kristina Mountain 50;3373;Littleworth;2003-10-24;chanel48@gmail.com;Kayla.Trantow80;2021-02-25;Playstation 4;Madden NFL 20;750;771;239;13
Leonora;West;Margaretta Fields 55;8434;South Oswaldfort;1995-11-13;derick.bailey31@gmail.com;Mayra_VonRueden;2019-04-02;Xbox Series X;Path of Exile;470;109;554;49
Casimer;Ruecker;Lynch Crossroad 67;7167;Tillmanville;1970-01-07;alexzander13@yahoo.com;Rickie49;2020-11-02;Xbox One;Hearthstone;243;590;128;15
Ali;Towne;Kevin Shore 94;1956;South Carolynetown;1988-08-08;kyleigh.lockman@yahoo.com;Gianni89;2021-12-13;Xbox One;Smite;475;927;628;24
Jacinto;Schuster;Rosalyn Squares 48;3399;Fort Bertram;1984-04-06;francesco_ritchie86@yahoo.com;Neoma_Considine;2013-07-30;Playstation 5;Overwatch;806;992;818;59
Vilma;Smitham;Ruthe Falls 19;2795;Dachfurt;1965-01-26;constantin_kuvalis40@hotmail.com;Mario_Thiel;2016-10-22;Xbox One;Overwatch;948;345;188;91
Ferne;Kirlin;Katelyn Mews 85;4628;North Maidaboro;1967-01-22;tatyana7@gmail.com;Henri.Kassulke;2020-06-02;Nintendo Switch;Rocket League;630;583;808;51
Aniya;Leuschke;Hintz Islands 64;3794;Sandrastad;1976-06-29;darren4@yahoo.com;Minerva.Stanton;2017-03-12;Playstation 5;Madden NFL 20;390;750;365;88
Una;Waelchi;Ortiz Forest 5;2944;West Gina;1981-09-02;leonora_langosh56@hotmail.com;Jerad85;2019-06-11;Playstation 5;Diablo III;245;546;606;71
Julian;Blick;Jazlyn Lights 22;6429;New Evert;1983-05-10;albertha_koelpin@yahoo.com;Jean.Feil;2019-04-08;Xbox One;Minecraft;162;517;572;60
Mariana;Ratke;Paucek Gateway 78;9809;Mikaylaport;1958-09-29;kane31@yahoo.com;Angel.Pacocha;2020-04-30;Playstation 4;League of Legends;651;17;159;54
Corbin;Walsh;Matteo Stravenue 7;3673;Odessa;2004-04-05;sonia19@hotmail.com;Alycia_VonRueden3;2014-04-22;Playstation 4;Overwatch;217;455;574;90
Jeramy;Flatley;Schmitt Mountain 90;4483;Effertzfield;1977-11-26;ashlee6@hotmail.com;Emmanuel.Lockman;2020-04-07;Playstation 4;NBA 2K20;826;78;152;14
Laurianne;Hilpert;Ward Route 82;6070;Ricestead;1958-01-14;alexandro.fritsch@hotmail.com;Andrew11;2022-07-01;PC;Overwatch;432;96;92;73
Mable;McDermott;Mosciski Meadow 46;8495;San Buenaventura (Ventura);1967-06-15;brant.pacocha80@hotmail.com;Mya69;2020-06-06;Playstation 5;League of Legends;545;581;464;92
Deangelo;Wolf;Ferry Circle 61;9103;North Ivorystad;1998-04-18;cristal72@yahoo.com;Paul.Lebsack;2015-05-14;Xbox Series X;Destiny 2;181;336;90;87
Eleonore;Abbott;Brain Crossroad 35;9046;West Lafayette;1996-09-28;jacinthe_brekke14@hotmail.com;Ali_Okuneva21;2023-05-14;Xbox Series X;League of Legends;530;43;805;51
Malachi;Koelpin;Jacklyn Hill 38;6046;Blockfurt;2004-09-20;abagail_gulgowski93@gmail.com;Green_Skiles;2022-10-06;Playstation 4;Heroes of the Storm;185;67;428;69
Wilfrid;Murazik;Maximo Ridges 53;3292;Waipahu;1975-12-30;kristian.wehner34@hotmail.com;Sarina.Boyle;2017-03-27;Nintendo Switch;Path of Exile;327;990;609;18
Beth;Mayert;Johnston Isle 77;9312;Arnoldland;1959-10-11;keyon_sipes@gmail.com;Edmond_Hoppe93;2023-02-23;PC;Overwatch;298;759;619;37
Juvenal;Murphy;Hugh Parkway 98;5345;Chula Vista;1991-06-04;hilbert9@yahoo.com;Asia38;2021-12-19;Xbox One;PlayerUnknown's Battlegrounds;778;451;264;21
Tate;Bailey;Howell Springs 5;9717;Oakland Park;1967-07-04;deshaun81@yahoo.com;Esteban.Deckow77;2013-11-24;PC;Diablo III;734;468;562;84
Alexzander;Buckridge;Dickens Harbor 65;5379;Lodi;1974-08-04;arno_mayer@gmail.com;Reinhold.Koss55;2021-04-25;Xbox Series X;Madden NFL 20;682;965;615;98
Caesar;Weissnat;Hilll Fork 65;9703;East Moshefurt;1961-09-28;monserrate.rutherford@gmail.com;Isabella_Hammes;2021-02-16;Playstation 5;Rainbow Six Siege;418;985;834;44
Cindy;Emmerich;Rogahn Centers 13;2938;Thompsonhaven;2006-05-15;dayana36@yahoo.com;Kennedi14;2015-11-14;Playstation 5;Call of Duty: Warzone;147;373;83;98
Isobel;Toy;Wiegand Manors 92;7736;Plano;1983-01-20;lionel83@hotmail.com;Graham_Batz;2017-10-14;Playstation 5;FIFA 20;343;546;190;21
Benjamin;Ullrich;Al Freeway 53;3688;West Cristalborough;1987-03-05;eriberto.turcotte46@gmail.com;Devon_Reilly-Hane37;2017-04-27;Playstation 4;Fortnite;492;594;710;17
Charity;Miller;Carlie Spur 44;3165;Fort Mercedesborough;1997-02-17;nicole.terry32@gmail.com;Kyleigh92;2014-11-19;PC;Minecraft;360;939;731;40
Manuela;Friesen;Brian Plain 12;1050;South Alexysfort;1975-03-09;henderson.armstrong32@yahoo.com;Lindsey.MacGyver38;2021-11-25;Xbox One;Destiny 2;666;86;560;50
Janice;Nitzsche;Murray Green 57;2782;Smithtown;1977-03-21;kamille_zulauf@yahoo.com;Tina12;2013-12-23;PC;Smite;656;65;697;85
Conor;Franecki;Hand Fields 56;5832;Port Isabelside;1951-08-19;emil_nienow96@gmail.com;Devante_Armstrong13;2017-07-06;PC;World of Tanks;259;550;72;34
Maria;Ryan;Denesik Highway 53;3152;Fort Delpha;1997-11-28;jonathan.lemke@hotmail.com;Edmund_Will;2017-10-07;PC;Minecraft;669;910;828;96
Vernon;Sawayn;Kassulke Circle 10;9440;Henderson;1951-09-01;josephine52@yahoo.com;Grady_Ziemann;2021-09-04;Playstation 5;PlayerUnknown's Battlegrounds;778;950;64;10
Mekhi;Mayert;Maggio Pine 37;3439;South Demetriusstead;2001-04-14;denis.wehner@hotmail.com;Jabari.Pacocha31;2023-01-23;Playstation 4;Teamfight Tactics;177;838;95;38
Cleta;Labadie;Bode Islands 33;6870;Lake Tressa;1987-09-13;ilene79@yahoo.com;Mohammad96;2019-03-08;Xbox One;NBA 2K20;975;104;974;1
Waldo;Lindgren;Harvey Brooks 78;6156;Stonestead;2001-12-31;beth61@gmail.com;Dawson.Kilback;2019-08-26;Nintendo Switch;Overwatch;894;704;796;68
Janiya;Braun;Marquardt Crest 51;2092;Olathe;1967-09-01;alford.kertzmann96@gmail.com;Dustin93;2017-10-04;Xbox Series X;League of Legends;222;551;31;18
Larue;Thiel;Audie Mill 10;9644;Kozeyborough;1993-07-22;sigurd.kshlerin53@hotmail.com;Earlene_Harber;2014-11-28;Xbox One;Hearthstone;499;307;932;88
Keeley;Cormier;Ebert Light 70;4035;Bettyeboro;1999-11-19;emory_kutch92@gmail.com;Khalil25;2017-02-15;Playstation 4;World of Tanks;772;707;238;62
Rosalind;Reichert;Howell Circles 84;9519;Milford;1965-01-31;dayton_jacobi-romaguera@yahoo.com;Randy_Brakus14;2015-12-20;Nintendo Switch;NBA 2K20;817;665;88;1
Candida;Greenfelder-Rau;Ferry Groves 8;1951;Gastonworth;1988-01-03;werner_haag46@gmail.com;Leonel57;2016-10-08;Playstation 5;Apex Legends;893;323;679;27
Bertram;Conn;Hayes Landing 33;2254;Columbus;1954-06-25;raheem.green@yahoo.com;Samara.Schumm;2022-02-12;Playstation 4;Dota 2;450;495;186;39
Ayana;Koss;Maggio Lane 50;9192;Normal;1961-05-28;delmer_will@hotmail.com;Terence_Gislason;2014-03-11;Playstation 5;Rainbow Six Siege;590;519;578;61
Jaden;Bode;Aron Bypass 54;5899;San Bruno;1976-09-21;amber_lueilwitz@yahoo.com;Nestor_Greenholt;2013-10-23;PC;FIFA 20;826;239;645;72
Cheyanne;Ryan;Heller Mission 71;2441;Port Xander;2003-06-01;bernita83@yahoo.com;Sonya.Cartwright;2021-08-23;Xbox Series X;World of Tanks;614;652;929;17
Janet;Hoppe;Adelbert Fields 33;1001;Hauckstad;1958-11-10;eric.jacobi@gmail.com;Armani44;2017-08-20;PC;Apex Legends;335;574;780;25
Easton;Larson;Hyatt Land 40;5239;Mayaguez;1953-05-05;jamel5@yahoo.com;Ellis93;2018-10-23;Xbox One;World of Warcraft;919;51;650;59
Lucas;O'Reilly;Emmerich Glen 48;2245;West Leif;2001-07-13;zander43@hotmail.com;Taya21;2015-04-28;Nintendo Switch;Destiny 2;411;839;394;26
Susanna;McGlynn;Glennie Knoll 42;8644;Erastead;1979-02-04;clyde_schroeder@gmail.com;Precious_Hilll;2021-02-26;Nintendo Switch;Dota 2;844;760;164;71
Lydia;Spinka;Tod Point 50;8822;St. Joseph;1975-11-14;ella.bode@gmail.com;Elise81;2022-04-17;Xbox One;World of Tanks;362;336;98;100
Astrid;Frami;Jany Plain 5;4195;Redwood City;1991-01-01;faye.carroll@gmail.com;Jamey71;2018-05-18;PC;Minecraft;820;915;924;45
Elton;Parker;Corkery Knolls 77;7593;Margate;1975-09-01;devante.gusikowski5@gmail.com;Bud_Lowe16;2020-02-13;Playstation 4;Rainbow Six Siege;345;551;59;91
Ally;Lowe;Roob Underpass 41;5170;Fort Theoboro;1951-10-11;martina87@hotmail.com;Makayla66;2019-05-03;PC;Overwatch;679;3;919;60
Laurie;Gutmann-Klein;Garrick Viaduct 39;9315;North Ora;1991-07-26;amalia_rath86@gmail.com;Norval_Stehr12;2014-05-23;Nintendo Switch;Path of Exile;948;608;133;80
Kadin;Zieme;Jade Garden 57;3820;Port Josefa;2004-02-07;tia_gerhold70@hotmail.com;Theodore.Yundt45;2022-02-21;Xbox One;World of Warships;376;611;939;84
Jackie;Krajcik;Funk Mount 18;9655;Otiliafurt;1987-02-23;cara3@gmail.com;Gus.Runte7;2020-06-18;Xbox Series X;Path of Exile;263;94;24;13
Abigail;Schowalter;Powlowski Courts 41;1249;Port Garth;1980-12-22;meghan_okon@hotmail.com;Nash29;2023-02-05;Xbox One;Starcraft II;481;425;858;49
Hoyt;Jerde;Shyann Alley 92;8357;Lonnyport;1968-07-15;sylvia.koelpin49@yahoo.com;Hope_Flatley82;2013-09-07;Xbox One;Overwatch;884;55;954;81
Veda;Greenfelder;Grace Light 12;1186;Lake Prestoncester;1967-03-02;lilly.bernier21@hotmail.com;Sydni.Feeney66;2016-05-24;Playstation 4;Heroes of the Storm;155;912;644;13
Estella;Altenwerth;Franecki Causeway 55;5791;Gradyboro;1997-08-23;elian36@yahoo.com;Andy_Nicolas;2021-12-15;Playstation 4;World of Warships;496;920;447;93
Estelle;Waters;Bernadette Flats 100;8312;Goldnerstead;1996-04-04;taylor66@hotmail.com;Katelynn11;2015-11-17;Playstation 4;Rainbow Six Siege;858;80;899;79
Issac;Marvin;Herminia Vista 40;6281;Port Elisha;1977-08-28;ethyl.corkery51@hotmail.com;Carol77;2018-12-24;Xbox Series X;Heroes of the Storm;256;824;119;39
Sabryna;Collins;Runolfsson Gateway 82;1969;Sioux Falls;2007-09-23;lennie23@gmail.com;Roberto78;2018-01-21;Playstation 4;Rainbow Six Siege;905;172;262;8
Russell;Jacobson;Orpha Court 100;6018;Lorenzoport;1999-03-17;randi.heaney24@gmail.com;Loy90;2021-08-07;Xbox Series X;Starcraft II;590;939;285;30
Myrl;Strosin;Bartell Walks 54;5851;Buddyburgh;2000-09-28;amani.nikolaus@hotmail.com;Stacey56;2014-10-21;Playstation 5;League of Legends;908;410;546;35
Darlene;Hills;Herzog Knolls 9;2614;Fadelworth;1977-10-24;heidi.larkin@yahoo.com;Melisa.Zulauf;2022-08-05;Playstation 5;Dota 2;247;83;830;40
Ford;Walsh;Pedro View 81;3302;Towson;1996-02-28;fausto_weimann@gmail.com;Ruth_Rohan2;2020-04-15;Playstation 5;League of Legends;748;383;643;86
Roberto;Schimmel;Sidney Street 37;1462;South Robinchester;1979-01-02;roselyn9@hotmail.com;Shakira.Erdman;2013-10-01;Xbox Series X;Heroes of the Storm;277;40;706;55
Gail;O'Reilly;Erling Union 25;3306;Fort Dusty;1987-02-25;destini71@gmail.com;Ruth84;2013-10-12;Nintendo Switch;Apex Legends;670;384;872;60
Ozella;VonRueden;Abel Ville 16;1868;New Dandrestad;1989-01-05;ryder.skiles-bergstrom@gmail.com;Cordie_Bogisich84;2017-01-17;Xbox One;PlayerUnknown's Battlegrounds;643;695;923;68
Zion;Reinger;Izabella Key 64;2634;Emmerichview;1949-07-02;clotilde46@hotmail.com;Cortney79;2019-08-20;Nintendo Switch;PlayerUnknown's Battlegrounds;979;322;390;61
Vernice;Skiles;Carmella Cliffs 60;4973;North Jessy;1948-01-27;eva_kutch95@gmail.com;Charlene_Botsford37;2017-12-07;Xbox One;PlayerUnknown's Battlegrounds;395;95;254;20
Celestine;Dooley;Lindgren Gateway 90;9220;Kasandraview;1972-07-15;annabelle25@gmail.com;Sage.Feest;2023-05-18;Xbox Series X;World of Tanks;695;503;568;2
Luna;Gislason;Pollich Light 18;3253;Toycester;1954-03-26;tressie_mccullough@yahoo.com;Esteban_Zulauf;2022-02-27;Playstation 5;Heroes of the Storm;770;160;93;24
Eleanora;Mayer;Jenkins Green 1;7492;Carterhaven;1981-08-28;mohammed.kunde@hotmail.com;Afton_Hermann53;2013-08-07;Xbox Series X;World of Tanks;798;96;43;67
Dewayne;Lindgren;Viviane Brooks 14;3092;Towson;2005-03-11;antwon.raynor-weissnat@yahoo.com;Toy_Leannon;2014-02-23;Nintendo Switch;Heroes of the Storm;638;527;32;1
Frieda;Parker;Lehner Valley 94;3104;Wardchester;1965-12-27;clay96@hotmail.com;Nyasia.Rippin20;2014-02-15;Playstation 5;Path of Exile;207;61;737;77
Wilfrid;Purdy;Andreane Walks 76;9210;Fort Frederik;1999-08-17;anais9@hotmail.com;Hannah84;2019-06-10;Xbox Series X;Hearthstone;883;742;316;17
Vada;Balistreri;Jaydon Road 66;6517;Denver;1981-05-04;terrell.volkman-ferry27@yahoo.com;Natalie_Bosco78;2016-12-10;Xbox One;Starcraft II;609;348;571;17
Kevon;Osinski;Littel Extensions 69;2022;Fort Reecestead;1988-02-12;jeffrey_grant65@gmail.com;Fritz45;2014-09-11;Playstation 4;Starcraft II;455;519;237;36
Bianka;Christiansen;Ferry Forge 63;8642;Merritthaven;1974-07-07;danial.grady91@gmail.com;Teagan80;2022-01-03;Xbox One;Starcraft II;514;485;38;78
Helga;Roberts;Dibbert Trail 4;3844;Strongsville;1982-12-01;olaf_kiehn79@yahoo.com;Elvis.Ratke47;2022-03-30;Playstation 5;Heroes of the Storm;701;145;925;16
Claude;Emard;Dennis Keys 74;3244;Seamusfurt;2001-07-03;caleigh.marquardt@yahoo.com;Kaya35;2019-12-31;Playstation 4;Apex Legends;116;602;622;33
Roselyn;Reichel;Barton Greens 84;5470;Moisesland;1984-12-11;kimberly.gutkowski@yahoo.com;Ruthie.Bednar44;2021-07-03;Playstation 4;World of Warships;814;274;183;87
Howard;Schmidt;Jannie Dam 21;8233;Bergnaummouth;1998-03-27;marie_cummerata90@gmail.com;Corine49;2021-08-30;Nintendo Switch;NBA 2K20;451;982;490;70
Myriam;Kautzer;Katherine Underpass 37;7629;Tiannaport;1962-11-07;darrick.leffler54@hotmail.com;Gloria.Bahringer;2017-12-15;PC;World of Warcraft;331;63;388;55
Reese;Parisian;Makenna Place 50;7699;Port Orange;1977-10-27;clarissa.braun@hotmail.com;Webster40;2017-11-26;PC;Hearthstone;921;469;213;52
Kraig;Trantow-Cronin;Orville Brook 57;7517;Gerholdworth;1961-10-24;ansley.monahan@yahoo.com;Vilma_Dare7;2018-05-10;Playstation 5;NBA 2K20;564;513;491;100
Marianna;Rempel;Monahan Street 4;6977;New Monaton;2000-05-06;eulah.dickinson@gmail.com;Rocio66;2018-02-25;Xbox One;Smite;744;256;829;37
Walker;Welch;Hardy Run 65;3342;Brittanyland;1953-08-04;giovanna16@gmail.com;Conor_Bode;2015-03-31;Xbox Series X;Madden NFL 20;535;973;721;66
Arne;Adams;Dale Mall 23;8154;Walkerfurt;1952-09-11;torey33@yahoo.com;Stefanie_Ratke;2020-02-28;Xbox Series X;Valorant;741;418;213;2
Ubaldo;Gutmann;Orlo Rest 70;4877;Brionnafurt;1948-10-11;myrtie.willms49@yahoo.com;Ernest1;2018-11-17;Playstation 4;World of Tanks;359;788;13;49
